feature,DMR,pvalue,odds_ratio,effect_size,fdr,-log10(FDR),log2(odds_ratio)
H3K4me3_B-Naive,gDMR_Tc-Naive,2.349251478514083e-80,0.5391414915588311,0.054124892849696946,2.0388146759961508e-79,78.69062224889086,-0.8912641532969303
H3K4me3_B-Naive,gDMR_Th-Mem,9.518495474383127e-13,0.7770950314667293,0.019460607898781967,2.786740241295301e-12,11.554903511024637,-0.36383705733246596
H3K4me3_B-Naive,gDMR_Th-Naive,6.371652241662793e-157,0.4488311866921788,0.07023553269999008,1.2902595789367156e-155,100.0,-1.1557551708948373
H3K4me3_Th-Naive,gDMR_B-Mem,0.351771014381665,1.0366433548429186,0.0032491164747487722,0.43723967516493406,0.3592804370164382,0.051919636968484645
H3K4me3_Th-Naive,gDMR_B-Naive,5.294899765572724e-24,0.6507632376225592,0.04639182703473052,2.339382987334858e-23,22.630898672731124,-0.619795341107492
H3K4me3_Th-Naive,gDMR_Monocyte,0.8697672771359721,1.0059629643091215,0.0004728024743656999,0.9110062428622466,0.04047864692235268,0.008577191633380244
H3K4me3_Th-Naive,gDMR_NK-cell1,0.8866919595406595,1.006841279844923,0.0005709801187595536,0.9227672212778597,0.03490784097255945,0.00983627239291664
H3K4me3_Th-Naive,gDMR_NK-cell2,2.054413428766357e-06,0.8300097797009183,0.018844966691604622,4.303641924053662e-06,5.366163870445033,-0.2687997595809391
H3K4me3_Th-Naive,gDMR_Tc-Mem,5.825887334943521e-41,0.772906653542682,0.028659507774806275,3.2923037730029668e-40,39.48250010029681,-0.3716339092016975
H3K4me3_Th-Naive,gDMR_Tc-Naive,1.5889418585807793e-129,0.509801089133138,0.06903866927519613,2.49105078474277e-128,100.0,-0.9719936393669912
H3K4me3_Th-Naive,gDMR_Th-Mem,2.2740221877540875e-14,0.7896008747806386,0.020815200327773446,6.994777109167636e-14,13.15522611988564,-0.3408045067635304
H3K4me3_Th-Naive,gDMR_Th-Naive,5.66532651921343e-295,0.38987813769432433,0.09660015060463105,9.177828961125757e-293,100.0,-1.358904836597775
H3K4me3_Tc-Naive,gDMR_B-Mem,0.5142280842706428,1.0267633304951325,0.002275974814233398,0.5964554867673805,0.22442196200645495,0.038103677985949394
H3K4me3_Tc-Naive,gDMR_B-Naive,2.436790552534921e-35,0.5735032609960484,0.05695858381915679,1.2598725622680547e-34,33.89967338210689,-0.8021264053167905
H3K4me3_Tc-Naive,gDMR_Monocyte,1.0,1.0002651904593824,0.0,1.0,-0.0,0.0003825382401378735
H3K4me3_Tc-Naive,gDMR_NK-cell1,0.3104899687942209,1.0447831508601286,0.004064001951716186,0.3899176352299519,0.40902712205783565,0.06320353594937166
H3K4me3_Tc-Naive,gDMR_NK-cell2,9.134757642481993e-07,0.8188514740765973,0.019485649171552787,1.9819161670742182e-06,5.702914719652495,-0.2883262999748565
H3K4me3_Tc-Naive,gDMR_Tc-Mem,1.88722696458156e-77,0.6871801912869933,0.039833880565481115,1.554563228451929e-76,75.80839160928542,-0.5412396450581223
H3K4me3_Tc-Naive,gDMR_Tc-Naive,2.703860898402413e-141,0.47620470564842066,0.0721541678385365,4.69312998794133e-140,100.0,-1.0703462181218317
H3K4me3_Tc-Naive,gDMR_Th-Mem,1.8192565662419595e-19,0.745764103949825,0.024603954963509818,6.961879458217263e-19,18.157273500598453,-0.4232087377059432
H3K4me3_Tc-Naive,gDMR_Th-Naive,6.632678722855682e-267,0.3869404674858081,0.09185356488298331,6.446963718615723e-265,100.0,-1.369816476501466
H3K4me3_NK-cell1,gDMR_B-Mem,0.9447209222798202,1.0039797989419659,0.00024194116377099215,0.9632978592526177,0.01623940485014602,0.005730241141825219
H3K4me3_NK-cell1,gDMR_B-Naive,4.289510525182073e-23,0.6139686430132898,0.04544069291258442,1.844869128529635e-22,21.73403443642813,-0.7037631196248563
H3K4me3_NK-cell1,gDMR_Monocyte,0.7581037359478257,1.0119162561569564,0.0008881135779706488,0.8260951024005454,0.08296995259456429,0.017089900875912424
H3K4me3_NK-cell1,gDMR_NK-cell1,0.3554318020150242,0.9568346389751406,0.003703001214931603,0.440662897396178,0.3558935143515275,-0.06365847649151445
H3K4me3_NK-cell1,gDMR_NK-cell2,4.112708942088593e-08,0.7913710758900839,0.021773899062883188,9.609502624303154e-08,7.017299090282611,-0.33757375820008306
H3K4me3_NK-cell1,gDMR_Tc-Mem,3.0781308850741312e-18,0.831837119598888,0.01862172796917492,1.1163967239895728e-17,16.952181446597002,-0.26562703016473144
H3K4me3_NK-cell1,gDMR_Tc-Naive,2.861912538783922e-111,0.5021670017739711,0.06390739311649206,3.477223734622465e-110,100.0,-0.9937608650456968
H3K4me3_NK-cell1,gDMR_Th-Mem,1.911464305914892e-08,0.8214990452396769,0.01532307133237616,4.598869567696226e-08,7.3373489076325455,-0.2836691964360344
H3K4me3_NK-cell1,gDMR_Th-Naive,2.7361170989923045e-216,0.40490920639103556,0.0826088842134153,9.498235072216142e-215,100.0,-1.304329649048358
H3K9me3_B-Mem,gDMR_B-Mem,0.5628043156728062,0.9523902048986697,0.0020192054828372676,0.6375825114615007,0.1954636039079472,-0.07037531196998341
H3K9me3_B-Mem,gDMR_B-Naive,0.5679946564952705,0.948106211833267,0.0026217006108172802,0.641966053620236,0.19248793628503127,-0.07687940844111568
H3K9me3_B-Mem,gDMR_Monocyte,0.855465808522941,0.9864103866337255,0.0005252719491956656,0.903818223787281,0.04391890618863577,-0.019740103879300534
H3K9me3_B-Mem,gDMR_NK-cell1,0.5720578188466128,0.9508744254548802,0.0022641184238347857,0.6450582365648581,0.19040107501272924,-0.07267326666750965
